 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
r	0.0171158	0.0178772	0.0193907	0.0443693	0.0800583	0.0725801	0.250651	0.197837	0.0543306	0.0209493	0.0330048	0.191836
è	0.0062973	0.00638354	0.00726031	0.0474101	0.110473	0.0877838	0.137013	0.224013	0.0456848	0.052835	0.13606	0.138787
i	0.0063106	0.00878732	0.0121482	0.0537794	0.0778804	0.0895121	0.316936	0.237042	0.050902	0.0165117	0.0184518	0.111738
k	0.00855592	0.00857698	0.00936204	0.0410873	0.0956228	0.0619472	0.218153	0.33768	0.0779321	0.0192801	0.0303748	0.0914287
a	0.00670332	0.00874176	0.0309478	0.109321	0.157851	0.113675	0.0971422	0.156178	0.0371888	0.068774	0.0705562	0.14292
è	0.0121082	0.012036	0.0126061	0.0211622	0.041124	0.0269917	0.129607	0.228227	0.156406	0.0329531	0.0686079	0.25817
p	0.00433636	0.0045895	0.00549467	0.0289309	0.0563903	0.0362153	0.127966	0.226963	0.147987	0.0848989	0.149078	0.12715
l	0.00230238	0.00268345	0.00696486	0.0602044	0.114327	0.0728291	0.0685525	0.117216	0.0490867	0.170117	0.252597	0.0831195
è	0.0153197	0.0152623	0.015313	0.0172446	0.0230482	0.017923	0.0930545	0.135382	0.124578	0.0735243	0.157415	0.311936
o	0.00321745	0.00315882	0.00344415	0.0113839	0.0249647	0.0132694	0.0853528	0.153378	0.18818	0.11855	0.283145	0.111956
s	0.010146	0.00643111	0.00651485	0.0143254	0.030522	0.0146918	0.0736639	0.199089	0.264779	0.128067	0.122945	0.128824
a	0.00745887	0.00523111	0.00550384	0.0161336	0.0261087	0.0188422	0.0851293	0.187265	0.152534	0.108538	0.176001	0.211255
p	0.0040323	0.00257333	0.00270258	0.00481645	0.00858257	0.00564883	0.016469	0.030939	0.0861459	0.079336	0.542702	0.216052
o	0.00171874	0.0017588	0.00368745	0.0319142	0.0662273	0.0395272	0.0391283	0.0865139	0.0607129	0.246358	0.356951	0.0655026
r	0.00421907	0.00334382	0.00351682	0.00592977	0.0109176	0.00687604	0.010625	0.0209255	0.0589863	0.0435993	0.664551	0.16651
ì	0.0017019	0.00153913	0.00171464	0.00834028	0.0193247	0.0143143	0.0387652	0.088658	0.0620799	0.163972	0.522132	0.0774576
t	0.00103257	0.000939705	0.00102612	0.00284645	0.00590743	0.00313607	0.0112555	0.0195074	0.0375461	0.0382121	0.711165	0.167425
o	0.0016009	0.00141031	0.00147798	0.00434115	0.010461	0.00487535	0.0249678	0.0663859	0.0727584	0.10315	0.620817	0.0877541
</S>	0.0028936	0.00171268	0.0016002	0.002009	0.00408544	0.00230197	0.00364316	0.00892083	0.0274023	0.0456184	0.70485	0.194963
