 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
o	0.0136509	0.0145524	0.023735	0.272296	0.0901564	0.251342	0.0978048	0.0659145	0.0316954	0.0240449	0.114808
n	0.0141334	0.0151219	0.0201034	0.187563	0.0706628	0.225191	0.143224	0.114372	0.0241995	0.0247148	0.160714
ì	0.00581396	0.00697657	0.0367928	0.132067	0.0916863	0.252897	0.130335	0.103795	0.0548707	0.0226036	0.162162
c	0.010806	0.0181077	0.0333549	0.244598	0.0891269	0.19131	0.109448	0.098862	0.0179848	0.0113177	0.175085
h	0.00481291	0.00825835	0.0372753	0.136519	0.121152	0.159591	0.135187	0.125552	0.0853739	0.0762482	0.11003
a	0.0172708	0.0203491	0.0472664	0.105699	0.0693186	0.175766	0.20493	0.134384	0.0605584	0.0392484	0.125209
p	0.00796609	0.008151	0.0107746	0.0456964	0.0176693	0.133799	0.276147	0.246174	0.0370468	0.0354298	0.181146
à	0.00418099	0.00447825	0.0089471	0.0623831	0.0257894	0.16472	0.179646	0.164347	0.184413	0.051465	0.14963
r	0.0056163	0.0080219	0.0159156	0.0748415	0.0310076	0.0994604	0.238023	0.251578	0.0814647	0.0211107	0.172961
o	0.00475644	0.00518548	0.00951068	0.0707767	0.0273874	0.122563	0.249689	0.235501	0.0847543	0.040317	0.149559
n	0.00780347	0.00922595	0.0129034	0.035066	0.0269238	0.0527402	0.212406	0.250223	0.185708	0.0754484	0.131552
t	0.00510514	0.00621847	0.0155188	0.0649441	0.0386405	0.16538	0.164337	0.142634	0.156541	0.0631312	0.177548
a	0.00653728	0.00659301	0.00716021	0.0162671	0.0091838	0.0596385	0.128085	0.170105	0.263597	0.0832531	0.249581
d	0.00534263	0.00539217	0.00569264	0.0129476	0.00962314	0.0311413	0.0791099	0.119546	0.287401	0.129411	0.314393
e	0.00194518	0.00222547	0.00600235	0.0574518	0.0297482	0.105607	0.113051	0.116656	0.337675	0.13976	0.0898771
f	0.0064504	0.00720092	0.00923422	0.0212133	0.0191362	0.0270782	0.0445626	0.0681594	0.321762	0.194216	0.280987
ò	0.00174747	0.00208776	0.0060505	0.063056	0.0335564	0.0938911	0.10646	0.117965	0.303027	0.183044	0.089114
r	0.00290268	0.00343355	0.00513079	0.0190201	0.0104898	0.03211	0.0594955	0.090252	0.178911	0.325549	0.272705
e	0.00358128	0.00376038	0.00519949	0.0254329	0.0108308	0.0521568	0.140744	0.179151	0.258648	0.146554	0.173942
m	0.00328225	0.00342172	0.00385715	0.00884036	0.00790018	0.0119792	0.0163318	0.0221344	0.105735	0.5769	0.239619
a	0.003985	0.00568911	0.0138626	0.0728411	0.0491979	0.165966	0.160511	0.147458	0.186883	0.072941	0.120666
m	0.00388768	0.00369946	0.00325099	0.00533819	0.00465115	0.0109656	0.0117826	0.0114918	0.0711094	0.714464	0.159359
è	0.00268488	0.00333202	0.00812974	0.035364	0.0195482	0.0919208	0.120614	0.118362	0.387655	0.0986988	0.11369
n	0.00125738	0.00130721	0.00148029	0.00395122	0.0029073	0.00811015	0.0120011	0.0133344	0.0418536	0.804802	0.108995
a	0.00200803	0.00198976	0.0025912	0.00656615	0.00311032	0.0157439	0.0372286	0.0403857	0.193279	0.391823	0.305274
</S>	0.0116003	0.0114823	0.010354	0.0090382	0.00878933	0.0131429	0.014915	0.011304	0.0533801	0.633026	0.222968
