 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
m	0.00665638	0.00648456	0.00667232	0.0106277	0.0107652	0.00972837	0.0201356	0.0969261	0.163122	0.222206	0.122617	0.324059
a	0.00596132	0.0101626	0.0184775	0.0979301	0.0931598	0.0963074	0.133064	0.100926	0.0784612	0.190196	0.0415885	0.133765
t	0.0055064	0.00539615	0.00551517	0.0087444	0.00664611	0.00738036	0.0102027	0.0271712	0.0674229	0.119507	0.304727	0.431781
e	0.00324585	0.00333276	0.00370736	0.0104826	0.0167584	0.0118837	0.0416611	0.0666811	0.0911505	0.167232	0.226395	0.35747
s	0.00543267	0.00523888	0.00535863	0.00825843	0.00617895	0.00686849	0.00910646	0.019888	0.0412086	0.0823081	0.394644	0.415509
m	0.00279075	0.00282229	0.00302424	0.007651	0.0117797	0.00838597	0.0313508	0.0574115	0.081723	0.176195	0.228305	0.38856
à	0.00332644	0.00491579	0.0122036	0.100779	0.0776843	0.0904701	0.129393	0.093236	0.0981612	0.237233	0.0420368	0.11056
n	0.00172215	0.0018	0.00198048	0.00578012	0.00591085	0.00544706	0.0109717	0.0219714	0.0334771	0.0477948	0.737135	0.12601
e	0.00289956	0.00292405	0.00348006	0.00750088	0.00937237	0.00767376	0.0116006	0.0409869	0.046516	0.0872573	0.323171	0.456617
</S>	0.00970399	0.00704979	0.00868984	0.0102804	0.00837983	0.00880063	0.0099305	0.0202293	0.0357036	0.0452157	0.57083	0.265187
