 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
m	2.3746574e-05	7.983098e-06	6.7616697e-06	2.2503527e-05	5.7468216e-05	0.00024279219	0.0019133955	0.0025195978	0.016248954	0.04894694	0.1826036	0.15021853	0.28113106	0.052541308	0.034123223	0.021666573	0.050601974	0.007992522	0.010406627	0.12859659	0.010127848
u	2.049123e-05	6.551099e-05	1.4888165e-05	0.00011800213	0.00014525055	0.00035109997	0.0005178534	0.0035417087	0.021292934	0.06831287	0.17318374	0.24189676	0.23630923	0.06583376	0.04998081	0.036765285	0.045269713	0.015904749	0.00603789	0.011560946	0.022876577
s	0.000129326	5.1905958e-05	9.55305e-05	0.00020340123	0.0005218015	0.00012860663	0.0002980282	0.0013824524	0.0014603516	0.009664452	0.06922287	0.006291406	0.2647488	0.42485994	0.036112335	0.076994255	0.046736352	0.042897448	0.008679971	0.0088517	0.0006689644
t	0.00020944959	0.00013035243	4.888536e-05	0.0005330693	0.0015740279	0.0016565652	0.02532165	0.002777351	0.013142833	0.046904847	0.06449573	0.24909408	0.09130024	0.062053632	0.08165926	0.12711538	0.056261662	0.09807352	0.012640598	0.03839711	0.026609758
u	0.0004421814	0.00040882692	0.00027621016	0.0005592112	0.0014091703	0.0003574509	0.0028636227	0.007045022	0.016053652	0.08204276	0.20280465	0.20076312	0.19921178	0.04481451	0.02528299	0.017902363	0.052008647	0.014512003	0.037309203	0.020912306	0.073020324
d	0.00055000774	0.00028233108	0.00020013914	0.0011982832	0.0030348762	0.0005581137	0.00047718352	0.0065377983	0.00819317	0.02752772	0.09145801	0.007704746	0.26650062	0.32134232	0.09172371	0.025567874	0.07758676	0.033638813	0.013045734	0.020084547	0.0027872333
i	0.0002926868	0.00013745934	4.5296976e-05	0.0007499399	0.00091321475	0.0034725314	0.015371677	0.00090052874	0.008356264	0.036853317	0.03217678	0.06510189	0.05861623	0.0825804	0.15836555	0.12976578	0.07878899	0.15188146	0.027068956	0.09674983	0.0518112
è	0.0011278177	0.0026952173	0.00024610365	0.0023801082	0.002271165	0.0022828518	0.00046283973	0.005064016	0.01675453	0.02648425	0.037176743	0.013598948	0.10916167	0.14578637	0.32698864	0.009006825	0.14772108	0.04101131	0.043163594	0.06384588	0.0027700502
i	6.488766e-05	5.8699377e-05	7.33082e-05	0.00031856206	0.0004757396	0.00013032147	0.0001952589	0.0006026259	0.00118893	0.006798823	0.01261486	0.0018399009	0.040033013	0.11609628	0.045623664	0.45058948	0.020996494	0.29643765	0.003311487	0.0022591641	0.00029080908
f	0.00020838845	0.0003358104	0.00016758828	0.0029035609	0.0023274575	0.0017443551	0.0007368317	0.0026730406	0.0060871635	0.015574985	0.021839043	0.0025580265	0.06281841	0.23874943	0.077634364	0.2471277	0.023630876	0.27471873	0.005289757	0.009710369	0.0031640592
è	0.0007437368	0.0007744816	0.00047532626	0.0013086753	0.0019412241	0.0011982383	0.0044844397	0.002852888	0.007593179	0.05064886	0.07123234	0.0116144335	0.15705013	0.13068986	0.096948855	0.18040104	0.050920144	0.17546561	0.014446487	0.038158707	0.0010512568
t	9.516892e-05	4.6768615e-05	1.7962153e-05	3.9377974e-05	4.865124e-05	0.0001485265	9.097175e-05	0.00024567102	0.00093556545	0.004755335	0.027955383	0.002322016	0.15630174	0.2739855	0.12954348	0.060731728	0.14416943	0.15197816	0.014982351	0.028856482	0.0027497236
o	6.8809706e-05	4.5684006e-05	1.3033221e-05	1.9831507e-05	2.8809687e-05	5.9468624e-05	0.00012463107	0.00026856232	0.0012456395	0.00649284	0.028167054	0.03620977	0.10543188	0.05420154	0.0975251	0.01390262	0.16310528	0.018607808	0.073622264	0.3948234	0.006035963
p	0.00026071823	0.00027678258	9.2955386e-05	0.0004558495	0.0010089529	0.00029833737	0.00030382592	0.0022785848	0.0026862605	0.007181176	0.025037235	0.008759016	0.110296816	0.27782828	0.15987371	0.040712062	0.18374276	0.07431639	0.046346903	0.05444074	0.0038026986
ò	0.0006688339	0.0004059256	0.00026614804	0.0006568283	0.0015687146	0.0009966128	0.015164551	0.002088075	0.00260058	0.012586386	0.03137842	0.03985088	0.12685873	0.091010936	0.10188232	0.11581891	0.15698193	0.12908001	0.056868304	0.10396075	0.009306144
r	0.00021709804	9.421759e-05	3.754605e-05	6.575401e-05	9.9985926e-05	0.00010597771	0.000106242696	0.00037937387	0.0006542739	0.0022815506	0.01109264	0.001117071	0.067425214	0.22882383	0.1262122	0.05011429	0.17440403	0.22158535	0.042931728	0.071452156	0.0007994779
k	0.00014090662	3.5317204e-05	1.9192861e-05	2.6661903e-05	3.920429e-05	5.0266528e-05	0.00029372025	0.00014883981	0.00069535745	0.005448487	0.01695491	0.02459068	0.06986545	0.047392726	0.07009911	0.0090325475	0.124832	0.014867143	0.09152155	0.5126998	0.011246098
e	5.3300926e-05	0.00010268326	1.3703165e-05	0.00013795792	0.0001556497	0.00046633388	0.00073319714	0.0011284322	0.002268027	0.0059055267	0.02110907	0.074709654	0.091880776	0.060438976	0.13660772	0.045943435	0.21590346	0.060103416	0.04586306	0.061189856	0.17528573
t	0.00019887135	0.00016882621	0.00023866554	0.0010338329	0.0025591464	0.0005341171	0.0006978788	0.0049974895	0.0024621258	0.0084307995	0.04509404	0.0026184449	0.13582443	0.40656185	0.048153225	0.11880907	0.05769296	0.106828324	0.020132903	0.034750327	0.0022127046
e	0.00033214735	0.00018285106	9.4653595e-05	0.00070276705	0.0014425189	0.0012447315	0.016246814	0.0008129202	0.0010863016	0.0058235205	0.012468748	0.057790093	0.04260079	0.053714693	0.078077175	0.13602102	0.091872394	0.169854	0.07576463	0.16248563	0.09138157
j	0.0016933349	0.0025084384	0.00028096006	0.0027844002	0.004023596	0.0027372064	0.002023165	0.008761428	0.011273778	0.012271239	0.020784335	0.011265218	0.04533486	0.07611488	0.16393031	0.008777498	0.2024188	0.051674616	0.11667548	0.25303245	0.0016339782
a	0.0005006139	0.00073569687	0.00010667613	0.0025742976	0.003770558	0.010369912	0.07264597	0.0032449109	0.0026561755	0.0054051415	0.01088939	0.08244661	0.035727505	0.020987395	0.05299177	0.049043007	0.1239401	0.040359642	0.17981094	0.2239169	0.077876806
m	0.0008909168	0.0014233937	0.00020058766	0.001403571	0.0016848065	0.0024023277	0.00088729395	0.005396468	0.007795892	0.008217175	0.014894338	0.0045065084	0.035624217	0.05516632	0.16165183	0.0059758103	0.16131273	0.057187572	0.11168203	0.36131838	0.00037782348
è	0.0004884219	0.00083453336	0.00014256936	0.0028128715	0.004634102	0.009877941	0.07440309	0.0041978722	0.0024862427	0.0042790924	0.008655435	0.038153812	0.028500024	0.019068923	0.035051897	0.04518461	0.095495924	0.03370172	0.21808128	0.30826145	0.06568822
d	0.00010726763	9.7898206e-05	1.9455285e-05	3.373252e-05	4.4678225e-05	0.00015118861	0.00010828177	0.00028008196	0.00044015748	0.00073643227	0.0042361654	0.0026152425	0.027033683	0.08009075	0.093749225	0.019420799	0.21384354	0.16216993	0.18250008	0.21065995	0.0016615307
i	9.500161e-05	3.9361174e-05	1.50357255e-05	9.301129e-06	1.3437599e-05	2.1725014e-05	6.908924e-05	9.310727e-05	0.0004597184	0.00230885	0.0074053835	0.01067974	0.038515124	0.030921869	0.084633015	0.009204896	0.1450571	0.019926121	0.12578382	0.48700055	0.037747703
k	0.0010853604	0.0019619246	0.0006828274	0.002280326	0.0047383425	0.0010099054	0.00090112165	0.008610302	0.00822158	0.016301043	0.037229702	0.012486346	0.088915594	0.23260976	0.13585377	0.04857832	0.13674344	0.08892615	0.07027497	0.09730601	0.005283261
o	0.0003476968	0.00033130412	0.0001421061	0.0010242375	0.0021449078	0.002863792	0.046302333	0.0023281875	0.0014711862	0.0038973188	0.008559245	0.042455863	0.03708758	0.030162646	0.042997643	0.094773114	0.11760472	0.06972916	0.18216777	0.24262054	0.070988655
</S>	0.002248537	0.003364907	0.00043747821	0.002750631	0.0046350057	0.0020394016	0.0029087565	0.00909783	0.011834396	0.014146692	0.021001289	0.017726928	0.041111115	0.068603985	0.13697676	0.011340961	0.17846422	0.05424644	0.14647162	0.26872817	0.0018649081
