 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.008044659	0.002002017	0.0011893547	0.36520568	0.2433074	0.17715715	0.031184848	0.014512851	0.003034489	0.0024686165	0.02165043	0.12840673	0.0018357845
i	0.006155235	0.0074837194	0.00291331	0.07888089	0.72707564	0.09999589	0.023989704	0.01095365	0.004656653	0.0032308889	0.009041028	0.025377974	0.00024536904
k	0.08185619	0.013997964	0.0066075143	0.007357986	0.093484044	0.5892629	0.11034529	0.022652967	0.0033768727	0.002059233	0.030084668	0.027030354	0.011883956
i	0.10012129	0.0016754668	0.0023494288	0.036561973	0.40689877	0.093514405	0.02137481	0.008597528	0.07745171	0.10510528	0.0017793236	0.1401093	0.0044606947
a	0.0056215962	0.01192169	0.010027925	0.029067274	0.44402495	0.26559052	0.13608177	0.0129480045	0.03261314	0.007261034	0.0075869984	0.021665115	0.0155899525
t	0.0448545	0.0072398153	0.004235662	0.0016133696	0.013892877	0.33116186	0.38020208	0.10286238	0.0029190038	0.0017095213	0.043336894	0.052681055	0.0132909315
è	0.098086946	0.004361147	0.0038448304	0.013061802	0.17211464	0.115037315	0.10629881	0.020712199	0.17662176	0.165541	0.002713782	0.11903088	0.0025749106
r	0.002399241	0.0068798666	0.020719137	0.01294541	0.10373973	0.10482439	0.4952524	0.025314502	0.11948737	0.040273834	0.010719177	0.05252836	0.0049165236
a	0.00019112926	0.00012413095	0.0010533461	0.0010491954	0.11966738	0.13244304	0.63787246	0.04290377	0.033090904	0.018760767	0.002099693	0.009995414	0.00074881077
m	0.003130701	0.005759317	0.0044069756	0.019539088	0.07338425	0.042810652	0.45507774	0.21038787	0.06456853	0.020263178	0.015046036	0.069555275	0.016070431
u	0.0029707488	0.0003958495	0.00032056225	0.0015364318	0.020439712	0.10283096	0.7100474	0.1225338	0.012682721	0.006345937	0.01523539	0.0032485558	0.0014119046
t	0.004822978	0.017738253	0.014585676	0.030703716	0.04230112	0.009432837	0.23337927	0.052417826	0.30392957	0.051575936	0.02750841	0.20288955	0.0087148845
i	0.016828096	0.0003369034	0.00035102371	0.00096811616	0.0058290185	0.0048677875	0.09281133	0.050460458	0.4238029	0.28442147	0.00689936	0.10933317	0.0030903467
n	0.004524388	0.01184236	0.0063572987	0.01723654	0.016221333	0.0064771823	0.12567721	0.053107496	0.40782198	0.06687001	0.04537355	0.22066283	0.01782781
ì	0.03767523	0.00025750458	0.00020638034	0.0005851308	0.0014059878	0.00081242254	0.031452473	0.048189588	0.4451798	0.3535573	0.013722922	0.059864365	0.0070909527
c	0.00062191294	0.0013693782	0.00399955	0.0032046174	0.004483882	0.0014561414	0.051860668	0.026567731	0.63338614	0.19191863	0.02109172	0.05739199	0.0026476851
h	0.00015274606	7.5611024e-05	0.00086134695	0.0003426317	0.0024462861	0.009094322	0.29827967	0.10060831	0.34946236	0.21866179	0.009444804	0.008626028	0.0019440699
a	7.062268e-05	0.00020050007	0.0005489397	0.0013385863	0.0022639434	0.014495375	0.2613912	0.1551965	0.32423308	0.08789282	0.054737613	0.03259844	0.06503235
p	0.0008415245	0.0006900131	0.0025395171	0.0029027404	0.0065585575	0.003974563	0.023610538	0.030780308	0.3090616	0.4844575	0.060649805	0.069671765	0.004261636
à	0.008562846	0.00016497057	0.00015579749	0.00040612934	0.00046939476	0.0057848017	0.04317133	0.06590213	0.2673003	0.42178708	0.052184545	0.10394046	0.030170264
r	0.00016383722	0.00038702827	0.0007924075	0.0011319439	0.0011417455	0.00088103145	0.0065607773	0.004436474	0.47200087	0.3455482	0.093458	0.07222033	0.0012773736
o	0.00023229113	8.064053e-05	0.000620491	0.00027793166	0.0005983053	0.0032373539	0.057469312	0.080906026	0.4023187	0.27040336	0.14018184	0.016363867	0.027309835
n	0.0025592686	0.0063505336	0.0024294471	0.010402599	0.0077579925	0.011074529	0.024746105	0.08317588	0.09035328	0.15803237	0.103981316	0.46518868	0.033947915
t	0.0042465725	0.00020152498	0.00024898286	0.00037526278	0.00048025916	0.004035638	0.013198528	0.014040675	0.13263391	0.40245563	0.30872634	0.08627037	0.033086285
a	0.00019521709	0.00049218675	0.002185992	0.001936569	0.0029450122	0.007903601	0.022852603	0.00822844	0.10619242	0.18590212	0.2992986	0.05263061	0.3092366
s	0.004413725	0.001668293	0.0053906366	0.011639378	0.013995805	0.016651116	0.05351298	0.05432662	0.12927446	0.21203557	0.11911431	0.31643096	0.0615461
i	0.0062880563	0.00010698093	7.331035e-05	0.00019448971	0.00013965882	0.0010335415	0.0013180387	0.0023386346	0.0415614	0.12924471	0.4021626	0.123406924	0.29213157
n	0.0011449568	0.0015535414	0.00045242894	0.0022009509	0.0011802219	0.0020659384	0.0062158396	0.007260475	0.010934371	0.012706883	0.06799151	0.88403517	0.002257817
a	0.010252898	0.00010310262	4.6004487e-05	0.00021217516	0.00010515319	0.00029973788	0.00043925265	0.00057205866	0.01335589	0.044857293	0.58386976	0.14699784	0.19888882
g	0.0006101283	0.0006511176	0.00038396346	0.0009442231	0.0005337832	0.0005124439	0.0021242963	0.0014157384	0.0066255117	0.0077796993	0.029665729	0.9482659	0.0004874232
l	0.0077645816	0.00036578116	0.00021383961	0.0006936	0.00054563925	0.0010822865	0.0016143246	0.0006599305	0.006286313	0.03563392	0.6425053	0.26000762	0.042626865
i	0.0014897585	0.0016142685	0.005390898	0.0055839955	0.010165371	0.00916093	0.022878908	0.0031791138	0.040422004	0.114079945	0.42162332	0.19819254	0.1662189
s	0.0034220049	0.0018041282	0.001062914	0.0049634967	0.0030154767	0.011638184	0.024175992	0.05852214	0.01325815	0.010709227	0.14286938	0.7043073	0.020251587
ì	0.006569707	0.00019094191	0.0002682756	0.0013208349	0.0009923396	0.0027132975	0.002387062	0.00037660723	0.010354646	0.10331224	0.36206138	0.46576047	0.043692175
a	0.00015949913	8.747944e-05	0.00022787615	0.00013954054	0.00014958656	0.0002105979	0.00048000726	0.0006410707	0.0037890323	0.005789272	0.022228621	0.9412523	0.024845114
</S>	0.13802826	0.01498408	0.004486768	0.03337344	0.015940433	0.046175666	0.09950293	0.0812978	0.095501125	0.07859923	0.07742695	0.2903105	0.024372818
