 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
è	6.1477745e-05	6.0663715e-05	9.584787e-05	0.00074232207	0.056217592	0.49039724	0.34459955	0.1045851	0.0029825987	0.00021085839	3.3660595e-05	1.3071317e-05
r	0.00011206325	4.951836e-05	2.8631599e-05	4.474955e-05	0.0007174429	0.7648759	0.19003712	0.043510817	0.0005999364	2.325232e-05	3.5280058e-07	1.9009525e-07
a	7.605289e-05	6.285231e-05	3.7283466e-05	0.00017661188	0.037365783	0.60419244	0.26392946	0.077394836	0.016567152	0.00018854588	8.11984e-06	8.9005954e-07
i	0.0054892953	0.0087378	0.001955441	0.0064546694	0.0018181239	0.16560286	0.39710265	0.36252248	0.038058385	0.01082348	0.0012697678	0.00016507377
n	0.0013288985	0.0011306296	0.00016881665	0.0006065908	0.00030373712	0.05118284	0.2201903	0.49411738	0.20955664	0.020675378	0.00069620303	4.257413e-05
ì	4.1717423e-05	3.5937912e-05	1.9518284e-05	5.4609816e-05	0.00045858105	0.024587043	0.24236198	0.53678846	0.18476933	0.010337341	0.00046316613	8.2383056e-05
c	0.00023017616	0.00027313223	0.00011195831	0.00011320719	0.00011930796	0.033838324	0.073974	0.7478202	0.11222081	0.03085323	0.00040995164	3.5728714e-05
h	0.00016339729	5.0253046e-05	2.4904168e-05	4.4881486e-05	0.00019679367	0.007009431	0.022371598	0.3264731	0.6225886	0.019327652	0.0016220993	0.00012731414
a	0.00036285314	0.00026344598	3.5957593e-05	5.775069e-05	0.00013624744	0.027346792	0.019694336	0.08538268	0.76233244	0.101554304	0.002166721	0.00066653773
p	0.0030808093	0.0003982685	7.518894e-05	0.0002254699	6.342905e-05	0.023163468	0.011895376	0.1765932	0.49780625	0.24512126	0.018779488	0.022797786
à	7.3968226e-06	6.9279213e-06	5.7773486e-06	3.960933e-06	2.0480977e-05	9.944807e-05	0.00480491	0.055671982	0.5748746	0.30872285	0.05423918	0.0015425818
r	0.00012729029	0.000102259844	0.00012210128	4.686979e-05	0.00019760366	0.013923609	0.009475799	0.08511368	0.21055797	0.21556641	0.44703004	0.017736364
o	0.00068487524	0.00048787653	0.00012458905	8.8081775e-05	9.4597766e-05	0.007195768	0.0027830638	0.011542081	0.3785252	0.37198028	0.18306586	0.043427832
n	0.002481613	0.0056179557	0.001180108	0.0041493457	0.0006253613	0.0048011923	0.003969848	0.00437326	0.0124823395	0.3450301	0.3232303	0.29205853
t	0.0002074023	3.107377e-05	2.9100933e-05	1.520294e-05	2.6637192e-05	9.761486e-05	0.00045284844	0.008942246	0.2992468	0.26798433	0.40695968	0.016007103
a	3.7162295e-05	1.547851e-05	2.802546e-06	4.6004225e-06	4.6069335e-06	0.00014800063	0.0005581582	0.005820898	0.13833758	0.5185545	0.30179304	0.034723233
s	7.028635e-05	0.000121151366	1.8523964e-05	5.2392224e-05	8.02972e-06	0.00013394488	0.00014368138	0.0004465493	0.009079208	0.17781125	0.41352567	0.3985893
t	3.365131e-06	3.828282e-06	2.6376995e-06	2.2643026e-06	4.7354956e-06	2.9371316e-05	0.000793293	0.013489112	0.06714207	0.26240373	0.62869024	0.02743535
i	8.686739e-06	3.8485127e-06	1.0766008e-06	1.3951317e-06	2.015278e-06	2.5245194e-05	0.00033958475	0.0044193394	0.08201788	0.3594594	0.5185939	0.035127535
n	1.5500795e-05	1.9807203e-05	2.878057e-06	5.995869e-06	1.8443135e-06	2.7410346e-05	3.2134387e-05	0.000298626	0.0101495655	0.091064624	0.5253878	0.37299377
a	5.5702435e-06	6.7343794e-06	3.6064073e-06	3.0323731e-06	5.375525e-06	3.488841e-05	0.0004966255	0.0079893125	0.03874014	0.25027654	0.66770077	0.034737434
g	2.5572632e-05	5.7368463e-05	1.7045608e-05	6.1279134e-05	9.2028995e-06	3.8602808e-05	5.662477e-05	0.00018994662	0.0015225344	0.063455425	0.84163654	0.092929915
l	1.28191605e-05	7.8122885e-06	5.177034e-06	4.340901e-06	5.0034414e-06	1.1000399e-05	8.236047e-05	0.0038151604	0.014698637	0.10269384	0.8212158	0.05744802
i	1.0440964e-05	3.8159433e-06	9.364152e-07	7.30476e-07	1.2521576e-06	2.7884953e-05	6.140171e-05	0.00061383535	0.023612306	0.18718682	0.73510176	0.05337882
s	3.4452314e-06	4.615803e-06	1.0068701e-06	1.3852653e-06	3.9107533e-07	4.3209175e-06	4.7452827e-06	1.980651e-05	0.00050189625	0.010954245	0.5261376	0.46236658
ì	1.6110074e-06	3.0354968e-06	1.4114432e-06	1.3669444e-06	2.3489117e-06	5.3684325e-06	0.0001125393	0.0013279107	0.007312319	0.121880226	0.81682473	0.052527077
a	6.087908e-06	6.8097384e-06	4.501554e-06	4.37257e-06	2.0246894e-06	1.2812293e-05	1.553108e-05	6.210732e-05	0.00016497793	0.012318321	0.91740376	0.06999873
</S>	8.300989e-05	0.000114652	1.16521e-05	4.193814e-05	4.7581975e-06	0.00010462536	2.1830672e-05	1.0339051e-05	3.7719732e-05	0.0005022829	0.06228236	0.93678486
