 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
t	0.0025975325	0.00025218874	0.001587278	0.0039272397	0.15064423	0.106707186	0.7164901	0.017630596	0.00015680894	6.8793497e-06
è	5.050072e-05	1.7433053e-05	0.00011427626	0.030123612	0.034177195	0.008192005	0.7637747	0.16225794	0.0012416153	5.0739e-05
l	0.00011232771	5.237536e-05	0.00012996783	0.0010698537	0.005691243	0.019725055	0.90899503	0.06401855	0.00020290245	2.721255e-06
i	0.00079776987	5.936055e-05	0.0004893324	0.004435749	0.015212745	0.010425566	0.65710783	0.30723572	0.004112456	0.00012346955
n	0.008524725	0.0021700475	0.0018392566	0.003063471	0.012879976	0.023656499	0.16652556	0.75863266	0.022123404	0.00058442366
a	0.00023884683	2.9079938e-05	5.0510833e-05	0.000353481	0.0024352386	0.0023866433	0.17655462	0.77763945	0.039983336	0.00032884377
d	0.0008027651	0.00035699698	0.00034878685	0.0002905219	0.0021710084	0.00816444	0.11758857	0.7681633	0.09793022	0.0041833078
i	0.00012993735	5.015722e-05	1.35421715e-05	0.00018459476	0.00076273584	0.011839939	0.10703754	0.7891855	0.07336845	0.017427616
v	3.799925e-05	2.1036212e-05	2.8960427e-05	2.812249e-05	0.00066792057	0.00057978724	0.049025383	0.7068659	0.22923334	0.013511572
e	0.00023266465	7.624834e-05	2.6858708e-05	0.000119455115	0.00031542452	0.0033714725	0.024640275	0.64770156	0.26728165	0.056234367
n	3.1163887e-05	1.4194796e-05	1.5722955e-05	1.1018154e-05	0.00017192379	0.00035086268	0.008919876	0.30269817	0.58425003	0.10353709
t	0.00020539794	4.015528e-05	2.3371827e-05	0.00013228659	0.0001531988	0.00066059455	0.0049849246	0.25204372	0.69362324	0.048133127
è	3.2237596e-05	1.4595557e-06	7.1529115e-07	1.9028781e-05	1.8265488e-05	9.8587925e-06	0.0042616944	0.09134509	0.8227897	0.081521854
s	1.0344096e-05	2.6264877e-06	3.1194504e-06	7.1989134e-06	1.5011408e-05	5.3230324e-05	0.0019979503	0.030598944	0.96319854	0.004113003
s	2.7049215e-05	2.990789e-06	2.1834844e-06	7.274673e-06	3.480214e-05	0.0001543737	0.0016703058	0.08404042	0.8953017	0.018758839
i	0.00088591396	2.2473392e-05	1.20554505e-05	3.222279e-05	7.745264e-06	8.735176e-06	0.0014530767	0.01474175	0.95081735	0.032018617
m	0.00022497594	3.395246e-05	3.2411506e-05	3.4533867e-05	1.1050578e-05	3.734489e-05	0.00014599993	0.00096960523	0.39035243	0.60815763
e	1.3291808e-06	5.540047e-07	1.7274995e-07	1.8664185e-06	4.3671116e-06	5.4548593e-05	0.0004254917	0.031199692	0.9334128	0.034899168
s	1.0145785e-05	2.5549045e-06	2.104435e-06	8.7787834e-07	1.3852675e-06	1.9852383e-05	2.5490233e-05	0.0010016693	0.57105255	0.4278834
s	1.5930143e-06	2.8135378e-07	1.4878684e-07	3.3365916e-06	1.8950722e-06	2.138303e-05	0.00027169508	0.01275332	0.96243614	0.02451017
è	9.5406085e-06	6.380444e-07	2.1006208e-07	5.520464e-06	1.5782236e-06	1.2292192e-06	0.000179788	0.008694278	0.9139723	0.07713484
r	5.3478007e-06	1.7966834e-06	2.1404662e-06	1.8416197e-06	1.8137804e-06	1.277996e-05	3.5362296e-05	0.0007351597	0.9184144	0.08078929
a	5.3783774e-06	6.433819e-07	2.830787e-07	1.4419986e-06	1.6187457e-06	8.496233e-06	5.401166e-05	0.008921416	0.9430606	0.04794608
</S>	0.00015513535	2.0920357e-05	1.6401325e-05	3.024501e-05	5.7310517e-06	1.8232482e-05	3.2235494e-05	5.2659016e-05	0.07585796	0.9238104
