 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
ò	2.8194636e-05	1.5280773e-05	1.2621536e-05	4.3846187e-05	7.1021444e-05	0.0010707665	0.023983024	0.0071804305	0.03380462	0.31872845	0.27865338	0.2752048	0.05497654	0.004817923	0.00097189157	0.0001878957	0.00024923813
t	2.3889335e-05	2.1535996e-05	2.9602368e-05	1.4199417e-05	3.7812715e-05	0.00045745994	0.000988121	0.0017702826	0.0003244002	0.02151386	0.5355341	0.3233282	0.025893316	0.0885681	0.0014750899	1.3663757e-05	6.4051064e-06
t	0.0002356836	2.7652646e-05	4.4810215e-05	1.8409815e-05	7.923587e-05	0.00062885	0.0029009313	0.0039062442	0.084642895	0.14069912	0.13978456	0.5278932	0.049075127	0.044799514	0.0047838814	0.000246675	0.00023312695
u	0.002062624	0.00025353523	0.0008897866	3.5132638e-05	0.00011560345	0.004848503	0.00042371263	0.00011066236	0.011703679	0.036375392	0.66576195	0.22726147	0.007662361	0.036014613	0.0048078774	0.0002575519	0.0014155396
k	0.00042709513	0.00021791647	0.00041443692	4.939461e-05	0.00010343847	0.0006574345	0.00013919076	0.0004906079	0.0003995787	0.0037207715	0.12639372	0.5729329	0.10017072	0.16532458	0.025137145	0.0025488355	0.00087227003
a	5.757745e-06	5.238943e-06	5.3590697e-06	1.8076094e-06	1.1060211e-05	5.7198857e-05	0.00015782617	0.00044875802	0.009510546	0.04939998	0.13731106	0.5544179	0.15091258	0.08788402	0.009548425	0.0002713649	5.113658e-05
è	0.00033704977	0.00018206563	0.00031585898	5.2819625e-05	8.5464664e-05	0.0002819971	7.7955214e-05	0.00023341824	0.0001137101	0.0006088678	0.0103124	0.20706393	0.25679636	0.4038186	0.10960144	0.007128376	0.002989703
c	0.00076471444	0.0002935705	0.00052654	6.0028244e-05	0.00010805342	0.0005669223	0.00013106436	0.00021695039	0.00042663352	0.0012858243	0.059342567	0.3006466	0.15989819	0.41843176	0.05262888	0.0011788438	0.0034928222
h	4.61305e-05	1.2598826e-05	1.3554751e-05	6.8164004e-06	9.44516e-06	2.925429e-05	9.039255e-05	0.00027840555	0.00234066	0.0032773407	0.01796901	0.40446955	0.14883848	0.30785567	0.10564318	0.008007466	0.0011120748
i	0.0017621457	0.00026701135	0.00065874774	2.1519565e-05	6.903811e-05	0.0009762735	4.135689e-05	1.7558197e-05	0.0015994225	0.003568684	0.06842724	0.16064608	0.012184656	0.35985813	0.28500885	0.05486948	0.050023876
t	0.0003010514	6.675194e-05	0.00016705588	8.331783e-06	1.8439232e-05	0.0001398127	1.0128467e-05	3.516128e-05	8.7960434e-05	0.00012352715	0.0071753026	0.054937597	0.092099115	0.27825874	0.34615466	0.07682483	0.14359163
a	1.4828453e-06	1.5412213e-06	1.3839023e-06	4.4190935e-07	1.5021027e-06	3.1065547e-06	5.588264e-06	1.4341841e-05	0.00052366225	0.0014695788	0.012301055	0.16796441	0.15382853	0.16874567	0.40331626	0.0871235	0.004697968
s	4.6399076e-05	1.9561689e-05	3.335037e-05	3.6473393e-06	6.521293e-06	2.671179e-05	3.7969323e-06	2.0925672e-05	8.454526e-06	1.9618634e-05	0.00052658864	0.0145999575	0.037676793	0.21644951	0.3801083	0.20578122	0.14466868
i	8.258399e-07	1.0281381e-06	1.2035568e-06	2.7152035e-07	8.321519e-07	2.2706581e-06	2.671201e-06	4.5283614e-06	0.00018915115	0.00048789915	0.007503048	0.07282104	0.12318782	0.15905151	0.42659974	0.18107973	0.02906641
m	2.0404395e-05	6.342351e-06	1.2657917e-05	1.4380012e-06	1.981021e-06	1.0881276e-05	1.5909314e-06	4.8972415e-06	4.7176377e-06	1.1570637e-05	0.0005981418	0.015878092	0.019998038	0.20928015	0.47129726	0.23331219	0.049559575
à	8.5933225e-06	8.347087e-06	4.6377127e-06	3.127338e-06	2.6705595e-06	3.208127e-06	1.13863325e-05	1.745136e-05	9.388889e-05	8.3907245e-05	0.0020885628	0.045851294	0.07864423	0.18947448	0.381014	0.25324184	0.049448498
d	5.8034325e-06	5.9549666e-06	5.2394357e-06	2.4873948e-06	3.6559893e-06	6.148405e-06	4.8173347e-06	1.9267467e-05	7.8988006e-07	2.3041672e-05	0.0003325791	0.010894039	0.018187309	0.32125878	0.31239492	0.31492972	0.021925535
i	4.9441125e-05	7.4540435e-06	8.096428e-06	2.3185266e-06	3.3513331e-06	5.6766294e-06	2.357249e-06	2.462569e-06	7.74717e-05	4.4568937e-05	0.00016515919	0.012856406	0.017405968	0.09159743	0.3842468	0.43235576	0.06116923
a	3.261302e-05	2.4087041e-05	4.2262585e-05	4.8229613e-06	9.610474e-06	3.2027765e-05	2.7063134e-06	5.5323108e-06	1.6775956e-06	9.871811e-06	0.00014566685	0.0004022726	0.0020005628	0.01032797	0.09472295	0.48717993	0.4050555
</S>	4.3207285e-05	6.402089e-06	1.571999e-05	1.1344079e-06	1.8101648e-06	9.455117e-06	7.635814e-07	1.6153984e-06	6.0298325e-06	3.3086478e-06	3.102902e-05	0.00020525142	0.0012818291	0.0044514197	0.046046562	0.26522237	0.6826721
