 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
b	0.0013327074	0.0370543	0.71750987	0.108752914	0.08962192	0.03874653	0.003851502	0.0017322141	0.0007839949	0.00023637043	0.0002554608	7.5684606e-05	4.652639e-05
è	0.2996411	0.13229406	0.13535817	0.08487868	0.3052081	0.035660684	0.0056742006	0.00040989218	0.0004178781	3.3253058e-05	0.00032839287	5.9384438e-05	3.629288e-05
n	0.0046987934	0.010415124	0.78254247	0.15077889	0.037021533	0.014019164	0.00045309303	1.13082215e-05	2.6492171e-05	1.4575281e-06	1.0981795e-05	3.8762805e-06	1.6763915e-05
n	0.042176254	0.0076569505	0.16681334	0.4376209	0.15503019	0.17377079	0.0066005974	0.0018135206	0.0011430087	0.00029461127	0.0019213029	0.001405243	0.0037532428
i	0.44888574	0.055322547	0.025349338	0.1593597	0.2551852	0.05172241	0.0015941806	0.0001192015	6.20977e-05	1.0756481e-05	0.00012085749	2.2702387e-05	0.0022453235
t	0.04057393	0.015116766	0.050548825	0.20430644	0.46104857	0.21197738	0.015755687	0.0002464722	0.00033711974	7.3957312e-06	6.8650574e-05	5.0412336e-06	7.691473e-06
i	6.0873797e-05	0.00020681908	0.009772769	0.0019779934	0.71356064	0.2529253	0.020966234	0.0005006142	2.6726642e-05	1.0955278e-06	7.452946e-07	1.2789238e-07	1.7562101e-08
n	0.0017025789	0.0003045173	0.0019175916	0.045688335	0.6878886	0.25286335	0.00952779	8.524909e-05	1.8172594e-05	3.3203168e-07	3.0684682e-06	2.0323185e-07	1.6426824e-07
a	0.0001854214	0.00034398737	0.0037464122	0.025949687	0.48488885	0.43266928	0.048821695	0.0029373402	0.00033861896	3.2027194e-05	7.9224985e-05	5.0893477e-06	2.4055284e-06
d	0.0015509059	0.0003783365	0.0007323903	0.019418985	0.23734586	0.6175892	0.121325895	0.0015107389	0.0001414598	1.4718008e-06	4.0533914e-06	4.2511334e-07	2.737703e-07
r	0.00012664149	0.00027323287	0.0006751961	0.009947269	0.14986327	0.603554	0.17272466	0.060294844	0.0016125567	0.000606069	0.0002445318	4.7655474e-05	3.0093302e-05
e	4.866579e-05	2.9603925e-05	0.00079975167	0.000703292	0.24515805	0.24878941	0.408807	0.08854758	0.006556122	0.0005375273	2.0024961e-05	2.6218734e-06	3.1760433e-07
f	0.00025579007	3.6763493e-05	0.00050172687	0.007958428	0.28416324	0.4295302	0.26120713	0.013809899	0.0024682397	3.251246e-05	3.4911896e-05	6.718818e-07	5.229772e-07
f	3.3281598e-05	0.00010868216	0.0002185857	0.005216851	0.11610877	0.31724745	0.3609123	0.19463855	0.0041452777	0.0011150321	0.00018308424	3.4580597e-05	3.756252e-05
ì	0.0015684029	0.000115930954	0.0011418136	0.0014561809	0.02634806	0.094520666	0.53479636	0.32013124	0.01755735	0.0017366599	0.0004622458	0.00013799952	2.7068474e-05
m	0.00027267906	0.00012042757	0.004149845	0.010907786	0.07629782	0.64792687	0.21734564	0.040588144	0.0022673595	0.00010314468	8.700007e-06	6.0220505e-06	5.5629353e-06
m	0.004686852	0.00019356418	0.0011418534	0.08057022	0.038325436	0.36792508	0.31823018	0.17872626	0.008434097	0.0013787956	0.0001852931	7.810455e-05	0.00012422462
u	0.08844469	0.005529037	0.0005592523	0.0025628537	0.09962385	0.04535763	0.6789239	0.05967176	0.017679004	0.0005338897	0.0003070173	2.0958674e-05	0.00078615657
è	0.02941629	0.008796356	0.0015126338	0.0026653067	0.011011543	0.029181732	0.2838072	0.48472095	0.13805339	0.0095804855	0.0010439188	0.00014151572	6.869826e-05
n	0.036631096	0.013490833	0.0016016411	0.0018785186	0.015038674	0.03648283	0.4255392	0.35093227	0.113070615	0.004724215	0.00033119554	2.5676916e-05	0.00025329087
a	0.0022673523	0.0003267627	0.00019299291	0.0038915025	0.0048014387	0.06556683	0.25437403	0.5162604	0.11953624	0.031041598	0.0012422596	0.00021637796	0.00028219094
è	0.048381977	0.01568441	0.0023256594	0.0022112755	0.005235576	0.0061648292	0.030272482	0.22604504	0.4614592	0.19503386	0.0061035245	0.0009928932	8.925261e-05
n	0.011178594	0.0034929747	0.00064351194	0.00035574147	0.0027040737	0.0032624945	0.055186566	0.1742664	0.6731784	0.07208236	0.003290997	5.7016783e-05	0.00030094312
a	0.0012995669	0.00021228143	7.438189e-05	0.0006287085	0.00088638783	0.007329789	0.065911315	0.25341052	0.40375268	0.2520769	0.012636389	0.0008730498	0.00090809446
s	0.051756117	0.015690329	0.002107121	0.0014786773	0.004145001	0.0026294806	0.00893425	0.033517323	0.21011725	0.6293444	0.030708762	0.008643877	0.0009274777
t	6.9568496e-06	3.5892201e-06	5.5856077e-07	9.5268354e-07	1.11423815e-05	5.2597283e-05	0.004336432	0.055246927	0.34674624	0.4682001	0.122076154	0.0029585778	0.00035974587
u	8.117842e-05	1.530441e-05	7.124732e-07	5.36942e-07	3.360764e-05	9.808903e-05	0.0133972	0.039748196	0.4425607	0.27699336	0.19358806	0.021765886	0.011717228
d	0.0002482789	1.6623597e-05	4.1195367e-06	1.2619457e-05	2.1977974e-05	3.206321e-05	0.0008637263	0.009734511	0.2997383	0.17653419	0.5052836	0.0064408937	0.0010690994
i	8.454067e-06	7.116323e-06	1.8593876e-06	6.857002e-06	2.649967e-05	0.00014828432	0.005091434	0.03047987	0.22386198	0.36108255	0.34083417	0.030699626	0.007751266
è	6.227999e-05	1.0902822e-05	4.5995694e-06	1.608368e-05	1.7385315e-05	4.1301795e-05	0.0006267246	0.0074077775	0.28351277	0.1969789	0.37733898	0.12636212	0.007620058
t	0.0131959645	0.0023765198	0.0008584153	0.00032944037	0.0017455033	0.0008603979	0.004056283	0.0071268776	0.24876231	0.41958612	0.23155662	0.014884069	0.054661468
s	8.995017e-05	1.9471352e-05	6.010077e-06	9.974647e-06	2.7464192e-05	0.00010720096	0.0019454276	0.024537303	0.20735727	0.38956618	0.27528596	0.08822111	0.012826592
i	0.014059207	0.001258721	6.628678e-05	1.3075328e-05	0.0006341693	7.178583e-05	0.0016663151	0.002574755	0.1434645	0.13271107	0.43509305	0.106573105	0.16181393
m	0.005296966	0.00063509785	7.654863e-05	8.227403e-05	0.00021849154	6.8601854e-05	0.00031320952	0.00026189184	0.011334333	0.037065167	0.25712994	0.2641233	0.42339417
e	3.6547788e-06	1.7867397e-06	1.2310793e-06	1.1038418e-06	4.020211e-06	8.699628e-06	0.00012895241	0.0021947357	0.025638232	0.12927866	0.19516309	0.62774277	0.01983309
d	5.4736505e-05	7.458699e-06	2.6256837e-06	5.560391e-06	5.2487417e-06	3.7742116e-06	1.36801855e-05	5.5823908e-05	0.003707771	0.016233474	0.11794442	0.6174927	0.24447276
i	2.367743e-05	1.1497978e-05	7.339978e-06	3.2231703e-06	1.4990929e-05	1.2320869e-05	6.7970024e-05	0.00059293024	0.008788403	0.07419797	0.1315196	0.7114264	0.07333367
c	1.2732692e-05	2.1777291e-06	1.207117e-06	3.877593e-06	2.2789434e-06	2.284e-06	7.4962936e-06	4.480856e-05	0.0019057847	0.008579586	0.030897336	0.7588207	0.19971976
ì	1.185094e-05	6.3348507e-06	3.6619695e-06	1.0796161e-06	5.6596873e-06	5.2860396e-06	2.4271785e-05	0.00016055397	0.002526248	0.028720688	0.095634885	0.7301337	0.1427657
n	5.526477e-06	2.4766875e-06	1.491936e-06	9.290568e-06	4.4043522e-06	4.403378e-06	1.6027943e-05	8.162266e-05	0.0010238786	0.0053994637	0.008545869	0.97620255	0.008703051
a	0.00036253015	2.0789932e-05	9.87427e-06	3.0116735e-05	2.7762913e-05	1.0945916e-05	2.1874981e-05	6.900064e-05	0.0006184862	0.0020465567	0.012894239	0.45264375	0.5312441
</S>	0.0021563433	0.00042505664	4.5830922e-05	3.5212248e-05	0.0001127583	3.496429e-05	0.00011456972	3.912261e-05	0.0002775758	0.00034181046	0.0039552473	0.07645769	0.9160038
