 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
n	0.024316283	0.06081257	0.021097865	0.0013471632	0.013062246	0.034344606	0.48280782	0.35199124	0.009542343	0.0006778748
t	0.00030087822	8.9225905e-05	8.757401e-05	0.000724463	0.003922458	0.48851082	0.4662154	0.03813118	0.0019161435	0.00010182244
a	7.142722e-05	0.00010149454	0.00012842403	0.0006183341	0.00756382	0.37444556	0.59810954	0.014555221	0.0029160583	0.0014900892
à	0.00039517754	0.00056395243	0.00040524243	8.97332e-05	0.0011002445	0.04884972	0.6991243	0.243847	0.0037652892	0.0018594101
l	0.0098551065	0.004480698	0.0032812047	0.0028035108	0.0056565274	0.1437024	0.58568317	0.23143265	0.0075185173	0.0055861766
a	0.0005015752	0.00019153723	0.00017855199	0.0010895046	0.0044703074	0.23975436	0.4296655	0.29803473	0.02478936	0.0013246125
t	0.010660107	0.0534019	0.021271182	0.0006651176	0.006705273	0.00091004954	0.037360564	0.42121062	0.36200914	0.085806124
ù	6.5944056e-05	2.900754e-05	2.200162e-05	9.420482e-05	0.00016075476	0.005660956	0.116050586	0.1832446	0.62244576	0.07222622
c	3.9633112e-05	5.847437e-05	3.6048248e-05	2.932481e-06	2.9542227e-05	3.184728e-05	0.0042495476	0.3899664	0.5850584	0.02052721
h	7.968212e-05	2.3195786e-05	1.9897423e-05	4.8885236e-06	2.4082863e-05	0.00020194569	0.0015384044	0.06561725	0.9090287	0.023461929
a	0.0017092106	0.0016296899	0.0015264734	5.3260308e-05	0.0002291319	0.0008870211	0.018047964	0.13611871	0.5713562	0.2684423
v	0.0006171941	0.0002893208	0.0001375177	1.5643225e-05	2.4601544e-05	1.2403487e-05	9.698471e-05	0.0032144322	0.21578556	0.7798064
à	3.407645e-05	3.3187283e-05	2.6746042e-05	1.1767412e-05	1.38024425e-05	0.0001280273	0.0009757016	0.033203293	0.81568694	0.14988641
l	1.2027878e-05	2.3441262e-05	1.3648856e-05	5.8100676e-07	2.8345933e-06	1.5233276e-06	0.00017729908	0.0105453245	0.95906556	0.03015772
o	0.00018092676	0.00025072784	0.00023801319	2.5156828e-06	1.7031096e-05	1.3244631e-05	0.00015652934	0.0046536704	0.5983135	0.39617378
n	0.0003843105	0.0020811374	0.0009811086	2.6802292e-05	0.00022966147	8.644557e-06	0.00023193956	0.00057494326	0.11072271	0.88475883
t	0.00044847897	5.049364e-05	4.27861e-05	1.7234766e-05	1.4425148e-05	2.092128e-05	6.659106e-05	0.0023002722	0.7711134	0.22592539
a	0.00048600291	0.00019658929	0.00015813726	1.7215614e-05	3.3345343e-05	2.967641e-05	0.00029083647	0.0036963937	0.3704387	0.62465316
</S>	4.0600982e-05	0.0001835554	0.000100927224	1.3337623e-06	1.1830579e-05	1.5137783e-06	1.8508425e-05	0.00022149224	0.04601864	0.9534016
