 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
p	0.0029301718	0.0014744111	0.00022306967	6.192023e-05	0.011572212	0.0050424617	0.09624088	0.48117596	0.34227645	0.027295267	0.031707317
à	6.435867e-06	5.3800454e-06	4.024069e-06	1.1285737e-05	5.345037e-05	0.0026004855	0.043096516	0.4680093	0.40304005	0.08087952	0.0022936098
r	9.128902e-05	8.823067e-05	3.92081e-05	7.990043e-05	0.0071569635	0.006316655	0.039634027	0.16203539	0.19695714	0.5679416	0.019659525
o	0.0005400537	0.00025558597	0.00010533897	8.2163184e-05	0.0040700077	0.0023450344	0.00730746	0.24402831	0.40551344	0.27751654	0.058236074
n	0.002122875	0.021309378	0.003710035	0.0006953142	0.003865296	0.0026862922	0.0024372179	0.0075907847	0.24177808	0.36712697	0.34667778
t	0.00018537868	2.6935742e-05	1.7140499e-05	2.381934e-05	7.2249175e-05	0.00028619144	0.004011765	0.16076371	0.25023165	0.5615734	0.022807755
a	3.16476e-05	2.9864725e-05	4.962642e-06	3.8064309e-06	8.011293e-05	0.00026968503	0.0029815952	0.122345984	0.49106184	0.34287298	0.040317614
s	5.810003e-05	0.00031545648	5.5961922e-05	9.76503e-06	9.3267256e-05	8.6850036e-05	0.00018861052	0.004162463	0.1320497	0.44406363	0.4189161
t	2.8374134e-06	4.885132e-06	2.1199749e-06	3.0074705e-06	1.4405974e-05	0.00030462467	0.0073709125	0.053717095	0.2305065	0.67845964	0.029613981
i	7.2690277e-06	1.1287269e-05	1.3678341e-06	1.4607724e-06	1.3678166e-05	0.00014238685	0.0023645815	0.062117275	0.32954907	0.56765956	0.038132146
n	1.2761365e-05	2.8058046e-05	6.5599224e-06	2.1578878e-06	1.699993e-05	1.8575593e-05	0.00011164898	0.00485652	0.065925606	0.53569365	0.39332747
a	4.632153e-06	1.1509153e-05	2.9659464e-06	3.7643085e-06	1.9788135e-05	0.00019768358	0.0041299555	0.029599985	0.2169961	0.71082866	0.038204975
g	2.5158708e-05	0.00012428545	7.346729e-05	1.3468142e-05	3.2288004e-05	4.364394e-05	9.626391e-05	0.0008311897	0.040262304	0.8578024	0.10069547
l	1.1505637e-05	1.02509175e-05	4.6706054e-06	4.526198e-06	8.296649e-06	4.2742147e-05	0.0017117978	0.012521064	0.079869114	0.84727824	0.05853785
i	9.318975e-06	9.934245e-06	8.53852e-07	1.0862952e-06	1.8849638e-05	3.6262765e-05	0.0002663032	0.014889542	0.15503989	0.7671347	0.06259329
s	2.9815058e-06	5.3570207e-06	1.8211784e-06	5.2817967e-07	3.2626142e-06	3.412779e-06	8.158353e-06	0.00023311451	0.0074728117	0.5177801	0.47448838
ì	1.4628879e-06	5.773278e-06	1.4020961e-06	1.8184801e-06	3.765316e-06	4.7672856e-05	0.0007767484	0.005465152	0.097822696	0.8381671	0.057706475
a	5.9936615e-06	2.2797709e-05	5.0382237e-06	2.500501e-06	1.10824385e-05	1.2146167e-05	3.1504132e-05	0.00012145953	0.0077926717	0.91429526	0.07769953
</S>	8.0407655e-05	0.00044725632	4.9107515e-05	6.8350737e-06	0.00010815834	2.2451904e-05	8.212177e-06	3.3971915e-05	0.0003599249	0.049380254	0.94950336
