 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
t	0.0012679745	0.0007937563	0.00019457159	0.002083284	0.029063474	0.26423708	0.68056715	0.020619813	0.0011199962	4.836978e-05	3.1741847e-06	9.5107464e-07	4.2617478e-07
è	6.108331e-05	6.002342e-05	8.684172e-05	0.0015735424	0.063644566	0.29649892	0.41787934	0.18869422	0.030687345	0.0007151152	7.346765e-05	1.822617e-05	7.246019e-06
r	6.962204e-05	3.0347555e-05	1.8861312e-05	0.0002204435	0.001423887	0.015745405	0.9196064	0.055699628	0.0071146055	6.800322e-05	2.6673765e-06	8.468792e-08	6.892148e-08
a	3.9056853e-05	4.021902e-05	1.861617e-05	0.00010068473	0.01724639	0.12702467	0.7115527	0.12564276	0.016428174	0.0018806483	2.4521049e-05	1.3581197e-06	1.9706542e-07
m	0.004423748	0.008057964	0.0014778408	0.0022620691	0.0037888691	0.020681167	0.3323451	0.46899825	0.14746873	0.007767677	0.0022770339	0.00039039805	6.106305e-05
u	0.00013799175	5.138565e-05	3.44258e-05	3.248926e-05	0.0028881698	0.019060232	0.06961897	0.5729555	0.2756826	0.05694134	0.0015450461	0.0010020342	4.9898335e-05
t	5.67098e-05	6.149348e-05	2.1791882e-05	0.0001137815	0.00050201314	0.0061211083	0.256986	0.22330356	0.48568773	0.022064317	0.0047239247	0.00020041497	0.00015712783
i	7.788104e-06	9.60925e-06	4.333674e-06	6.69461e-06	0.00073257915	0.00860749	0.15938224	0.39257395	0.3764952	0.058023784	0.0039882185	0.00014290915	2.5229943e-05
n	4.0871808e-05	7.345701e-05	2.282284e-05	4.186421e-05	0.00014354999	0.002051681	0.11019294	0.18712837	0.64773566	0.043063417	0.009305269	0.00017646278	2.3704562e-05
ì	0.00014587256	5.6984078e-05	3.610396e-05	1.9114124e-05	0.00040271634	0.0031648525	0.067960694	0.20673668	0.57943094	0.13296936	0.008095148	0.0006356928	0.0003458899
c	5.6972098e-05	7.310752e-05	3.4339293e-05	2.6730131e-05	0.00011014814	0.00059889216	0.037058685	0.036123183	0.8141241	0.091374606	0.019888725	0.00049265404	3.784689e-05
h	0.00016934703	4.8631122e-05	2.1848156e-05	1.2499132e-05	0.00016475623	0.0009946653	0.017141549	0.028978204	0.31524572	0.6188928	0.016314471	0.0019049617	0.00011058489
a	0.0003514612	0.00024815215	3.475342e-05	7.3591896e-06	0.00027026373	0.0012033299	0.050219268	0.036574025	0.12074466	0.7324082	0.056314185	0.001371571	0.000252854
p	0.003611428	0.0009011129	0.0001071282	6.995946e-05	7.428661e-05	0.00014983828	0.038630296	0.016785285	0.20793256	0.4814521	0.20490381	0.016384622	0.028997574
à	1.2161127e-05	1.0423741e-05	7.1970708e-06	2.0925484e-06	3.547462e-05	0.00013714725	0.00025618717	0.010138126	0.08633645	0.65090454	0.21527857	0.035762586	0.0011190211
r	0.00016826778	0.00015222559	0.0001231646	0.00015766502	0.000937473	0.0040322063	0.030276926	0.015833829	0.16951574	0.26261398	0.19697712	0.30366063	0.015550752
o	0.0008008005	0.00078708935	0.00013930818	0.0001016434	0.00019714568	0.0005474626	0.012531264	0.003280096	0.017528523	0.51595724	0.3164776	0.10118618	0.030465657
n	0.002948835	0.007747012	0.0014161097	0.00059962575	0.0010167909	0.0011422731	0.0045451326	0.0049336553	0.0068800133	0.025047641	0.48846263	0.24398397	0.21127643
t	0.00021005451	3.2184867e-05	2.410896e-05	7.629558e-06	3.7617192e-05	5.4441116e-05	0.00012113808	0.00060292525	0.01580971	0.4588422	0.25630376	0.25786772	0.010086498
a	3.7568258e-05	1.7755332e-05	2.6577825e-06	3.496277e-07	4.4316253e-06	8.925694e-06	0.00016339838	0.00083628256	0.008398836	0.20099524	0.5456795	0.21842204	0.02543294
s	9.80704e-05	0.00021572424	2.6480158e-05	2.6747033e-05	1.536385e-05	2.1485142e-05	0.00021226767	0.00022839518	0.0009792928	0.020060048	0.28550708	0.34932685	0.34328222
i	3.382454e-06	3.958489e-06	2.2653953e-06	4.9719256e-07	5.20024e-06	1.2594733e-05	6.716906e-05	0.0014936362	0.020531379	0.10615514	0.30434632	0.54421115	0.023167307
n	2.7064687e-05	8.632754e-05	1.8466408e-05	1.6004191e-05	1.0657878e-05	1.4848381e-05	6.8461486e-05	0.000119620054	0.00060339057	0.0096811615	0.20749536	0.71043617	0.07142244
a	2.2296597e-05	1.0161746e-05	8.267455e-06	2.0308864e-06	7.160237e-06	1.1947468e-05	4.395859e-05	0.00025219194	0.020730091	0.05039885	0.18363383	0.6691261	0.07575308
g	9.040198e-06	1.763626e-05	7.5403277e-06	6.9430444e-06	5.209735e-06	7.774558e-06	4.102325e-05	7.260046e-05	0.0008702809	0.006548561	0.10974608	0.79704845	0.08561881
l	3.172555e-05	1.4734081e-05	7.1287554e-06	1.3424177e-06	7.1845297e-06	9.321186e-06	1.8687397e-05	0.00011526622	0.0055095977	0.02263986	0.15022765	0.7380402	0.08337732
i	8.728446e-06	4.5625725e-06	6.9416865e-07	2.0988054e-07	1.4959493e-06	3.5849596e-06	3.7197868e-05	8.875132e-05	0.0008597879	0.03554752	0.24857658	0.6678252	0.04704573
s	2.9266673e-06	4.7620074e-06	1.0061714e-06	1.0764061e-06	5.4135006e-07	7.7966376e-07	5.5570754e-06	5.3757876e-06	3.5319943e-05	0.0008009603	0.015911227	0.5769643	0.40626615
ì	1.2345118e-06	2.5078944e-06	9.70273e-07	1.6560044e-07	1.8993275e-06	2.9782834e-06	4.566128e-06	0.00013524547	0.001481449	0.009684096	0.14851736	0.79394436	0.046223152
a	4.3297314e-06	4.921421e-06	2.8537268e-06	1.9444717e-06	2.6237415e-06	3.211553e-06	1.1734518e-05	1.4436663e-05	0.00010960208	0.00041466992	0.019231675	0.9425612	0.037636776
</S>	8.322181e-05	0.00017809402	1.5597818e-05	1.0563748e-05	7.832408e-06	9.182076e-06	8.0044156e-05	2.3635366e-05	1.122036e-05	3.375342e-05	0.0007517098	0.066954166	0.931841
