 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
n	1.5579722e-05	0.004070038	0.00080407417	0.014328268	0.9215821	0.04126055	0.010562858	0.002767682	0.0009918383	0.0016487058	0.0019683887
d	0.00936307	0.0013700624	0.006796465	0.017923947	0.14123496	0.3420888	0.42983317	0.0077327113	0.03260661	0.010907283	0.00014291811
i	0.021598449	0.005718109	0.023394061	0.011665587	0.1904729	0.34878346	0.3249513	0.012820818	0.049765836	0.01026508	0.0005643684
m	1.7806291e-05	0.005807405	0.0006244751	0.005695685	0.8331165	0.100097276	0.030925024	0.0086118	0.0023173692	0.00425986	0.008526968
è	0.0009853652	4.3385477e-05	0.0005179063	0.0074648988	0.14117318	0.70061064	0.12572594	0.015323363	0.0054599573	0.002535888	0.00015953557
n	9.012228e-06	0.002482729	0.0009897421	0.005223322	0.051087882	0.55269605	0.3539446	0.019977903	0.008480165	0.0017448067	0.003363878
i	0.0016714021	0.0006712466	0.0007060941	0.0015569824	0.038515273	0.7157824	0.20468275	0.011144971	0.0056527653	0.0009768672	0.018639268
à	4.5924975e-05	0.0025084447	0.00021097303	0.002895273	0.44085586	0.17687751	0.1475629	0.16933264	0.019875867	0.0134201	0.026414407
t	3.6515496e-06	0.0026240135	0.00050492695	0.0018265751	0.022361945	0.5044594	0.38655105	0.048084535	0.02423454	0.0009031159	0.008446276
t	0.0027404588	9.1142385e-05	0.00021608622	0.0004560989	0.016829953	0.66777426	0.25627384	0.035355587	0.0132841775	0.002214116	0.0047643497
o	0.007303782	0.00011771871	0.00072334096	0.0009939249	0.007829054	0.16742593	0.21100451	0.07290007	0.4316833	0.09684058	0.0031778673
n	2.958176e-05	0.00053141883	8.8527326e-05	0.000552359	0.0669672	0.05088773	0.13808653	0.5768753	0.054397568	0.069257155	0.04232675
c	0.0025995509	0.00035894866	0.000494056	0.0008357777	0.012844392	0.060197152	0.31941044	0.380629	0.15130936	0.071254335	6.702077e-05
i	5.3548265e-06	2.836182e-05	2.2182527e-05	9.576799e-05	0.00088712806	0.1493882	0.38269025	0.40801862	0.037038285	0.021808598	1.7268274e-05
ù	1.1589474e-06	4.977137e-05	1.3296861e-05	8.891155e-05	0.014636763	0.10991186	0.4229887	0.32502666	0.07732704	0.040700797	0.0092549855
r	5.066334e-06	0.0025750902	0.00012326252	0.00074309914	0.020059757	0.112798706	0.3509523	0.2930762	0.17539099	0.018451456	0.025824076
i	0.019690325	0.00023661538	0.0014406855	0.0009189574	0.0027774656	0.12068357	0.19520138	0.36637944	0.20724458	0.03342156	0.052005447
c	3.287161e-05	0.00015987629	4.2398282e-05	0.00029966971	0.006858589	0.005417468	0.023813048	0.49983412	0.15023924	0.23050296	0.08279976
e	0.00038464225	3.26111e-05	6.7245455e-05	0.00017760428	0.0006624917	0.022259943	0.16443071	0.32149544	0.32098934	0.16916789	0.00033201615
à	1.7172995e-06	2.9044175e-05	7.971821e-06	5.885954e-05	0.003709841	0.00458983	0.026390113	0.19009654	0.47443056	0.26461598	0.036069427
t	1.3312154e-05	0.002909144	0.00012506584	0.0004390982	0.019402904	0.027869726	0.08173408	0.15919085	0.39067653	0.17518234	0.14245689
t	0.009801398	7.903031e-05	0.0006657701	0.00034795463	0.0014244957	0.01965042	0.054911714	0.18883188	0.5637038	0.13789093	0.022692684
i	0.0033090739	0.0001034816	0.0012074936	0.0008835627	0.0010529024	0.004776331	0.021597575	0.045309138	0.6863175	0.23471183	0.00073110836
m	1.2918756e-05	1.95174e-05	1.3403575e-05	8.194915e-05	0.0012404649	0.00073439727	0.002030111	0.03692746	0.122401714	0.67514795	0.16139008
à	0.00012268069	2.662951e-05	8.100297e-05	0.00018753926	0.00026240534	0.0033105742	0.015494058	0.1893375	0.3030537	0.48803946	8.443042e-05
n	8.879472e-06	0.0005893967	4.4676966e-05	0.000105191786	0.0073753567	0.007944733	0.02257356	0.033768825	0.3124067	0.41644233	0.19874032
a	0.07331245	0.0018730076	0.015540557	0.0066352487	0.0086156335	0.015749602	0.022149686	0.070924975	0.34481803	0.36244267	0.0779382
</S>	2.5297755e-05	2.6419946e-05	1.401441e-05	0.00010032286	0.0009413435	0.0007706217	0.0014786754	0.010273634	0.03969631	0.46655402	0.48011932
