 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
è	0.0005225072	0.0053221453	0.0013347912	0.005758739	0.012738927	0.009096906	0.14013062	0.21081343	0.5200514	0.04371959	0.03078799	0.019722883
s	0.008935322	0.009746705	0.009015142	0.023375472	0.026635779	0.019863965	0.3696448	0.4246057	0.060526226	0.03242203	0.011985249	0.003243638
s	0.00077424396	0.007217295	0.0055407733	0.017910043	0.013804956	0.021210447	0.19962618	0.40607163	0.27673686	0.016459335	0.017295754	0.017352521
i	0.0021588705	0.0032919408	0.002478411	0.032230586	0.023805307	0.008742029	0.21582153	0.31842402	0.1364026	0.065011635	0.07459327	0.11703981
o	0.0076062493	0.009378716	0.008052142	0.039097965	0.016256036	0.018955996	0.27391908	0.3439169	0.14888677	0.05430726	0.031645287	0.04797765
s	0.0001282175	0.0010778407	0.00022041558	0.00727251	0.009733088	0.0041259304	0.13173172	0.26062676	0.31359255	0.13454005	0.10429371	0.032657225
p	0.00022423708	0.0044321273	0.001006091	0.016432364	0.017955977	0.008830884	0.17663705	0.39646295	0.32240474	0.025855305	0.019930333	0.009827945
ì	0.00011066283	0.0038442758	0.000467471	0.007187781	0.0144115705	0.007814461	0.12802061	0.16083044	0.2720694	0.19830792	0.10527178	0.101663575
t	0.0017763616	0.0037934943	0.00214377	0.013142028	0.02501935	0.007660322	0.17078862	0.46653998	0.17382377	0.06636925	0.057470147	0.011472901
i	0.00039139888	0.003756109	0.002793853	0.01534505	0.008677914	0.0068986444	0.077635214	0.32549077	0.3640999	0.07461265	0.072798334	0.047500156
k	0.002130366	0.0025744806	0.0022553497	0.028434126	0.010313003	0.003604198	0.06966645	0.1629688	0.06665578	0.239663	0.17573105	0.23600337
a	9.706606e-05	0.0025258479	0.0005518003	0.008939093	0.008203943	0.0029303394	0.04379065	0.20995452	0.4270433	0.12301236	0.11353328	0.059417892
m	0.0024937813	0.0032952903	0.00270444	0.035326183	0.012222381	0.0042268364	0.05897919	0.14404052	0.06397174	0.2789167	0.19110811	0.20271479
è	8.645865e-05	0.0024178491	0.0005483704	0.003921186	0.004480032	0.0021516806	0.015965318	0.09991129	0.3944378	0.22116807	0.20186438	0.053047586
r	0.0028314271	0.004358121	0.00321181	0.021991367	0.027103864	0.007286656	0.06036919	0.18345334	0.110040456	0.26726967	0.2630885	0.04899566
i	0.0010013856	0.0060450383	0.004950716	0.0072499984	0.0066050477	0.0066310763	0.014733926	0.07497659	0.25674522	0.24889536	0.26768008	0.10448552
</S>	0.0037159952	0.0038661817	0.0037578375	0.035526183	0.007224257	0.0042208093	0.020206181	0.034275863	0.029797774	0.2255161	0.18801434	0.4438784
