 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
k	0.05866	0.0560058	0.046808314	0.5124189	0.24704209	0.066564284	0.007286963	0.0011188383	0.002306051	0.0006290699	0.0011597123
u	0.01900368	0.041739106	0.042849507	0.42801732	0.20233136	0.20974064	0.05019861	0.0016306163	0.0018986207	0.00057128846	0.0020192305
t	0.027885623	0.03132159	0.054673303	0.34243703	0.4563808	0.08232897	0.00381845	0.0004141411	0.00021179063	5.814741e-05	0.00047015125
t	0.012877774	0.020637361	0.02692343	0.19044228	0.6375688	0.076133944	0.020350067	0.0026981584	0.010112037	0.0005407488	0.001715426
e	0.022655776	0.05363732	0.12083741	0.24487911	0.31229627	0.16972609	0.036444794	0.0078465855	0.021737304	0.005031355	0.0049079936
n	0.029849632	0.036159437	0.042234953	0.15821224	0.4380669	0.25036588	0.03373942	0.0050211563	0.0022563324	0.00023998864	0.003854029
d	0.0038564154	0.009290385	0.020646345	0.059574638	0.68701506	0.14729281	0.035615563	0.0057644923	0.022010839	0.0009910703	0.007942396
i	0.019409567	0.07925447	0.17176145	0.12951839	0.33395827	0.14614165	0.066489115	0.030698763	0.007662187	0.0015949084	0.013511215
m	0.004594328	0.021849759	0.06904414	0.1332035	0.47372985	0.25115225	0.038179774	0.002516823	0.0019895015	0.0010061354	0.0027339791
è	0.0043012714	0.010317451	0.014143899	0.024285162	0.31853312	0.50084895	0.106522314	0.007345637	0.0072731	0.0012016195	0.0052274656
n	0.021179317	0.03337595	0.14952916	0.10925391	0.10552903	0.44899356	0.11541028	0.001635976	0.013842728	0.00022645007	0.0010236305
i	0.01385557	0.016977647	0.02024667	0.036363028	0.4762182	0.26895997	0.13768671	0.005964783	0.018739158	0.0013810212	0.0036072023
à	0.014211625	0.014590995	0.02021017	0.01819526	0.14591672	0.2980122	0.3655475	0.105056666	0.0056886524	0.0022726872	0.010297575
t	0.012853707	0.018015148	0.056940738	0.024796665	0.03754677	0.4588579	0.2990334	0.014373726	0.06847535	0.0052881176	0.003818504
t	0.0062826197	0.009838009	0.0147562465	0.018947061	0.22851673	0.23912108	0.36387604	0.036419556	0.06607063	0.0037643558	0.012407579
o	0.0036595915	0.0066822846	0.031131893	0.02789002	0.06265459	0.09938968	0.3755036	0.083746366	0.2545709	0.01484539	0.039925624
n	0.011942083	0.015050014	0.017584473	0.016024802	0.063146345	0.1730865	0.40572175	0.22152582	0.024654802	0.011442417	0.039820977
c	0.0018038355	0.0050983853	0.008316669	0.0071396814	0.050120585	0.130929	0.5146074	0.16254483	0.08438686	0.015576346	0.019476393
i	0.002909468	0.009519501	0.048118915	0.02909631	0.04152508	0.1412745	0.2793674	0.26101387	0.025281899	0.080045104	0.08184791
ù	0.0019258432	0.0057147737	0.025861168	0.01919746	0.04395379	0.1123868	0.48105213	0.16151789	0.10750459	0.02766711	0.013218399
r	0.004225456	0.006160004	0.032281384	0.018995816	0.012469914	0.07489791	0.45625225	0.11705177	0.266889	0.007644733	0.0031317424
i	0.004763244	0.006236981	0.006997169	0.0070110406	0.015119442	0.04494433	0.33827975	0.318465	0.19090113	0.037372127	0.029909786
c	0.005537125	0.005621241	0.007451285	0.006465222	0.019120956	0.030173542	0.09693827	0.41933855	0.06413684	0.21500592	0.13021104
e	0.00024015091	0.0011076059	0.0030532028	0.0017905224	0.006669492	0.045161437	0.14756	0.28672773	0.34852332	0.08759657	0.07157
à	0.0018729618	0.00232492	0.01080402	0.006936842	0.021996383	0.028507663	0.091761455	0.28028882	0.14072286	0.3382221	0.07656201
t	0.0022367141	0.0041877045	0.017983241	0.011928551	0.0065021245	0.020593943	0.050932754	0.082751274	0.76938003	0.023810295	0.009693446
t	0.002145251	0.0044123125	0.006580813	0.006357815	0.007165962	0.013914837	0.06174599	0.19600648	0.52184695	0.12635969	0.0534639
i	0.0012030749	0.002150629	0.010327635	0.008637751	0.012511351	0.015560697	0.04932655	0.14611664	0.41929758	0.17740609	0.15746199
m	0.0014925741	0.0015485542	0.0024433343	0.0019672832	0.007273213	0.0100488905	0.012502816	0.09213315	0.058726694	0.57713	0.23473345
à	0.0009135271	0.0026991698	0.0039557554	0.0030254156	0.003876025	0.010101976	0.024849636	0.14785044	0.4384577	0.26425612	0.10001429
n	0.0029351842	0.0033332997	0.012228337	0.007902204	0.02913124	0.035601716	0.04295553	0.15903132	0.16970098	0.37824568	0.1589345
a	0.0023747217	0.0045007714	0.006467197	0.0063664406	0.008397566	0.019962085	0.033292606	0.10471273	0.38117388	0.26238877	0.17036332
</S>	0.0015205176	0.0015707661	0.0026036182	0.0020598506	0.00790018	0.010529982	0.009643847	0.042966846	0.030538848	0.46538824	0.42527726
