 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
d	2.4314457e-07	4.598393e-06	0.0018106733	0.009914137	0.04132033	0.079313286	0.02891598	0.22138803	0.081392154	0.5300101	0.0059304954
i	0.0006299604	0.03164183	0.2142841	0.032565154	0.10349964	0.110007755	0.22145803	0.16905661	0.03578582	0.080320075	0.00075100304
m	0.0006047539	0.037070427	0.027786292	0.07234389	0.2991533	0.41005975	0.03523454	0.030142155	0.082887724	0.0029873305	0.0017298001
è	0.00018429883	0.0004114493	0.017535862	0.012379564	0.086486086	0.15422031	0.08417751	0.41964388	0.09815759	0.12569006	0.0011134003
n	1.5578302e-06	0.00015870928	0.0038799439	0.008673013	0.16839144	0.31058857	0.03361052	0.06649846	0.38220975	0.010961207	0.015026767
i	6.592077e-08	2.0707039e-06	0.00036649138	0.0023213455	0.007185465	0.020303782	0.010620594	0.09588738	0.078951195	0.77710384	0.007257779
à	4.7797707e-06	0.00029526986	0.0070212507	0.038475797	0.21589606	0.3522889	0.03009081	0.07436532	0.22335279	0.023175467	0.03503358
t	6.9393256e-09	3.342257e-07	0.11580826	0.006526471	0.0027678732	0.004478546	0.26177424	0.014201661	0.56221044	0.013568803	0.018663324
t	3.0432127e-05	0.00031964382	0.0046689147	0.018195014	0.0116224075	0.023791093	0.011651484	0.09754096	0.024079617	0.7996113	0.008489158
o	0.0010741592	0.06818726	0.06540267	0.016001727	0.14877568	0.13488865	0.24929689	0.24603747	0.022017533	0.048189875	0.00012809061
n	1.2689211e-06	5.668016e-05	0.00337995	0.0208023	0.10485677	0.17150463	0.017591523	0.053101037	0.20571274	0.053457726	0.3695354
c	1.5742064e-07	1.4205037e-06	0.00023846018	0.0017939024	0.015476245	0.03495474	0.013936108	0.1662096	0.08214917	0.67042863	0.014811571
i	0.0005151133	0.0069542425	0.05342501	0.008895816	0.053481087	0.060122367	0.24177265	0.2689789	0.056252677	0.24436541	0.005236647
ù	5.304139e-05	0.0028837696	0.036387555	0.036224995	0.1160287	0.17478223	0.037864324	0.042385653	0.22326694	0.04923494	0.2808879
r	1.0187092e-09	3.1401342e-08	0.0060500875	0.0015919462	0.0027534708	0.004400034	0.109128274	0.014828138	0.6968179	0.05118272	0.113247335
i	1.2270057e-05	0.00010665246	0.004611716	0.009652538	0.011823188	0.027118782	0.016182667	0.1038	0.050904777	0.7623882	0.01339919
c	6.4534737e-07	4.3807537e-05	0.0029646019	0.005743387	0.05771222	0.09815063	0.014658352	0.03986336	0.16475242	0.07079099	0.54531956
e	4.3635004e-07	5.768157e-06	0.010209181	0.0074626817	0.009037168	0.03492567	0.052523024	0.13063179	0.48699218	0.2625217	0.0056903996
à	9.712727e-06	0.002332964	0.0146283675	0.008355757	0.08257957	0.13052616	0.021341244	0.02217213	0.2324822	0.073086545	0.4124854
t	1.0686269e-09	2.0239842e-08	0.0041786884	0.0009922159	0.0015365441	0.0026310908	0.09627689	0.012781446	0.6888021	0.084557615	0.10824339
t	1.5703548e-05	0.00011948447	0.0016991394	0.006070576	0.008129599	0.017329238	0.008738205	0.0724224	0.024633337	0.84148693	0.019355444
i	0.00066970766	0.01915461	0.04926318	0.010984126	0.09253034	0.09009693	0.25864324	0.2861293	0.046968807	0.14477791	0.000781811
m	7.5419166e-08	3.1880293e-06	0.00035105433	0.0008852682	0.0070520025	0.012411826	0.0016353757	0.0060220114	0.032874096	0.023978373	0.9147867
à	3.341729e-05	5.9168047e-05	0.0014150839	0.005888316	0.05967942	0.13112237	0.026760912	0.37442696	0.121326774	0.2768532	0.0024343664
n	1.4322953e-09	1.3560241e-08	0.0002185541	0.00026358935	0.0014097551	0.0020603647	0.010487111	0.0067375703	0.09857655	0.07681023	0.8034363
a	3.3017136e-07	3.1808322e-06	7.8303114e-05	0.00060039514	0.0039964	0.010895028	0.0030860472	0.052084945	0.03552759	0.8368754	0.0568523
</S>	1.8251431e-09	3.5383668e-08	8.473329e-05	0.00032303837	0.0034044262	0.0046648737	0.004220701	0.009569792	0.02688682	0.047054417	0.90379125
