 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0028000004	0.002926095	0.005140793	0.025648998	0.012274502	0.04518935	0.08122797	0.23211834	0.075738624	0.14212662	0.1799264	0.08982432	0.105057895
a20	0.0063485885	0.0018892788	0.0030737813	0.009913927	0.01307592	0.08818536	0.06569821	0.24306594	0.095757484	0.2677456	0.08823848	0.028868051	0.08813937
a31	0.010336858	0.004573716	0.0047430135	0.005956286	0.0070224544	0.026585909	0.11247274	0.25545734	0.06877509	0.15755148	0.122994766	0.09921382	0.124316484
a41	0.0068446556	0.0031645924	0.0038046034	0.0065189605	0.00700451	0.03785208	0.10313516	0.48346126	0.094434634	0.17397581	0.031961363	0.0220133	0.025829157
a31	0.010871296	0.0052942373	0.0059972117	0.0056269295	0.0063894563	0.031096075	0.1117291	0.43324935	0.13367249	0.16105331	0.03870548	0.027526101	0.02878893
a13	0.009237565	0.006545024	0.0069037164	0.012760867	0.014331982	0.039411373	0.08775989	0.3557408	0.22342911	0.1767491	0.015431743	0.026129525	0.025569277
a37	0.011552504	0.0067189094	0.0068312967	0.0064613055	0.006717487	0.019224804	0.05800671	0.46353093	0.21192345	0.14926991	0.021071348	0.020649854	0.0180416
a8	0.0148819005	0.01309887	0.012529944	0.013446537	0.012912675	0.016594868	0.03319967	0.30586702	0.4001289	0.12006558	0.017861573	0.022387523	0.017024929
a39	0.01259844	0.009598334	0.011042939	0.013377693	0.014070186	0.037921242	0.042804994	0.08002373	0.5398652	0.1199228	0.026900057	0.057998683	0.03387575
a20	0.012668594	0.0149228	0.029809577	0.0396761	0.031103024	0.03569874	0.05437837	0.17298838	0.46292892	0.06116874	0.024082586	0.034747276	0.025826873
a24	0.013977319	0.02187073	0.026225751	0.031283908	0.0178743	0.020043073	0.036018513	0.1761717	0.37327108	0.07060185	0.055360757	0.1044066	0.052894417
a18	0.014768905	0.013493015	0.0141058825	0.01495948	0.015241357	0.025679229	0.0262515	0.11092106	0.41945717	0.16013281	0.05723789	0.068273686	0.059478037
a23	0.023425428	0.02528327	0.03955331	0.061997227	0.05761335	0.060144626	0.06789019	0.12535743	0.3009615	0.07800789	0.044549976	0.06984925	0.045366514
a24	0.031288203	0.03378223	0.035846584	0.044263195	0.043415844	0.05049142	0.05296945	0.071824014	0.32995883	0.0972584	0.054004613	0.09642874	0.058468476
a31	0.03844403	0.038557626	0.038786255	0.04117667	0.042515606	0.046782833	0.04764065	0.064153396	0.36992574	0.11034929	0.049187668	0.06582026	0.046659924
a20	0.03377735	0.038277462	0.0649747	0.09497363	0.08219201	0.08437886	0.0984984	0.11090343	0.13282551	0.06633623	0.048163023	0.086678244	0.058021147
a3	0.042797036	0.049343865	0.051554043	0.06317661	0.05630588	0.06260056	0.07701999	0.075654395	0.13357846	0.09973897	0.06252911	0.14644311	0.07925791
a31	0.05077369	0.050625775	0.05098618	0.054543074	0.057064187	0.0624378	0.06460475	0.067483805	0.20580983	0.11903382	0.05974712	0.09272104	0.064168885
a13	0.039734047	0.039874654	0.068415016	0.09757234	0.09968476	0.10208135	0.10713315	0.0950397	0.06857994	0.047843978	0.059348453	0.10329553	0.07139699
a31	0.05190226	0.05055016	0.054142322	0.07953196	0.09113843	0.10652716	0.12113297	0.0719163	0.08527426	0.05531926	0.05249195	0.12468814	0.055384804
a3	0.04150407	0.041245632	0.06771945	0.10029323	0.10387886	0.106893785	0.11291129	0.09493261	0.047077406	0.04600753	0.058993448	0.10779547	0.07074719
a20	0.05801626	0.05764406	0.05993878	0.078224376	0.08807371	0.10369317	0.10920791	0.06823074	0.06673307	0.058798566	0.05891127	0.132092	0.060436044
a39	0.042244416	0.042138934	0.0663529	0.1016977	0.10575871	0.109106116	0.112864055	0.092462674	0.043184295	0.045792952	0.058032177	0.11095754	0.06940754
a20	0.050362732	0.04994256	0.055848073	0.08855431	0.09994109	0.11318642	0.11931578	0.072356865	0.060653046	0.051730614	0.05331936	0.1277949	0.056994263
a31	0.05080248	0.05034437	0.05476934	0.082691714	0.09399519	0.108320445	0.11472106	0.068942964	0.085173346	0.055078715	0.053003326	0.12633255	0.055824433
a24	0.04431979	0.04409389	0.060551446	0.10066598	0.10713974	0.11284321	0.11722285	0.08657958	0.045996875	0.046410963	0.054211996	0.11688341	0.063080326
a46	0.07075608	0.070457116	0.0707949	0.07453158	0.07723672	0.082887314	0.08556719	0.073383294	0.07486051	0.07114528	0.070986204	0.10497534	0.07241843
a31	0.04355903	0.043681704	0.06296998	0.102407224	0.10767722	0.11214501	0.11286043	0.087087244	0.04375011	0.04614897	0.05585696	0.11602904	0.06582704
a18	0.04446683	0.044327173	0.060720414	0.10108298	0.10756008	0.11325828	0.11666775	0.08603	0.0442172	0.046419974	0.054408334	0.11758655	0.06325437
a31	0.0706727	0.07031403	0.070680134	0.074788734	0.077772126	0.08393238	0.087007	0.073526844	0.07296824	0.07070301	0.07045461	0.1064453	0.07073484
a20	0.048066445	0.047622796	0.056710653	0.095070995	0.105162084	0.11545611	0.12183734	0.078188054	0.04737803	0.048788674	0.052870024	0.12455935	0.058289405
a24	0.07590093	0.07301465	0.07242677	0.07326251	0.075217985	0.078114495	0.091088794	0.08461348	0.07557313	0.0741135	0.07189193	0.082887255	0.071894564
a31	0.07271607	0.07250661	0.072723836	0.07516607	0.07694036	0.080785826	0.082714796	0.0745818	0.07414132	0.07297383	0.07297996	0.09733975	0.07442975
a23	0.048820723	0.047285642	0.05522038	0.09174112	0.10289171	0.114709154	0.13204333	0.082205154	0.046628833	0.04864204	0.051495723	0.12195653	0.056359623
a20	0.0732458	0.07277351	0.07289109	0.07487296	0.07639806	0.07973372	0.08300799	0.07591703	0.075165085	0.07347046	0.07325335	0.09397961	0.075291306
</S>	0.06476331	0.06382086	0.06476687	0.074774854	0.08154285	0.09398759	0.10214454	0.07218666	0.063864805	0.06425707	0.06415327	0.12486485	0.0648725
